Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
119.5289,0.0002,,,110,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
121.8411,0.0002,121.84109,0.00006,1400,,,0.000,-,82 074.12,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)11s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
122.4049,0.0002,122.40500,0.00006,4400,,,0.000,-,81 696.01,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)9d,2[3],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
122.4077,0.0002,122.40770,0.00006,4400,,,0.000,-,81 694.21,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)9d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
122.8888,0.0002,122.88888,0.00006,3800,,,0.000,-,81 374.33,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)10s,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
125.1335,0.0002,125.133452,0.000011,5400,,,0.000,-,79 914.682,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)9s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
125.9153,0.0002,125.915264,0.000011,24000,,,0.000,-,79 418.489,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
125.9511,0.0002,125.951093,0.000011,29000,,,0.000,-,79 395.897,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
126.1268,0.0002,126.126828,0.000011,7700,,,0.000,-,79 285.273,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)7s,2[1],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
126.7569,0.0002,126.756871,0.000011,6100,,,0.000,-,78 891.187,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)7s,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
126.7596,0.0002,126.759548,0.000011,6100,,,0.000,-,78 889.521,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[1],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
127.5255,0.0002,127.525532,0.000011,16000,,,0.000,-,78 415.670,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>0</sub>)7s,2[0],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
128.9395,0.0002,128.939382,0.000012,35000,,,0.000,-,77 555.824,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8s,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
130.0335,0.0002,130.033484,0.000012,130000,,,0.000,-,76 903.269,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
130.2983,0.0002,130.298290,0.000012,39000,,,0.000,-,76 746.978,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
131.3947,0.0002,131.394739,0.000012,41000,,,0.000,-,76 106.548,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6d,2[3],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
131.7542,0.0002,131.754227,0.000012,42000,,,0.000,-,75 898.893,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)5d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
133.0189,0.0002,133.018992,0.000013,31000,,,0.000,-,75 177.235,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)5d,2[3],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
135.5099,0.0002,135.509935,0.000013,89000,,,0.000,-,73 795.327,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>0</sub>)5d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
135.7971,0.0002,135.797054,0.000013,54000,,,0.000,-,73 639.300,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>0</sub>)5d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
136.0965,0.0006,136.095465,0.000013,92000,,,0.000,-,73 477.834,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)5d,2[0],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
136.1111,0.0002,136.110635,0.000013,20000,,,7 602.970,-,81 072.615,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)5d,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
136.7714,0.0002,136.771201,0.000013,48000,,,0.000,-,73 114.807,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)5d,2[1],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
136.8217,0.0002,136.82142,0.00008,17000,,,7 602.970,-,80 690.94,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8d,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
138.3225,0.0002,138.322380,0.000014,84000,,,0.000,-,72 294.881,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7s,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
139.0750,0.0002,139.074832,0.000014,66000,,,0.000,-,71 903.736,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
139.2898,0.0002,139.289487,0.000014,16000,,,7 602.970,-,79 395.897,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
140.0014,0.0002,140.001077,0.000014,17000,,,7 602.970,-,79 030.992,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
142.5490,0.0002,142.549234,0.000014,210000,,,0.000,-,70 151.201,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
144.6261,0.0002,144.625692,0.000015,53000,,,7 602.970,-,76 746.978,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
145.3179,0.0002,145.317550,0.000015,55000,,,7 602.970,-,76 417.783,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6d,2[1],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
145.7389,0.0006,145.739168,0.000015,160000*,,,0.000,-,68 615.734,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[0],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
145.7471,0.0006,,,160000*,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
145.7981,0.0002,145.798399,0.000015,310000,,,0.000,-,68 587.859,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)6s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
145.8794,0.0002,145.879467,0.000015,78000,,,0.000,-,68 549.743,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)6s,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
145.9145,0.0002,145.914185,0.000015,45000,,,7 602.970,-,76 136.403,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6d,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
146.5828,0.0002,146.582562,0.000015,29000,,,7 602.970,-,75 823.909,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)5d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
148.5918,0.0002,148.592102,0.000016,36000,,,0.000,-,67 298.328,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[1],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
149.2888,0.0002,149.288391,0.000016,67000,,,7 602.970,-,74 587.415,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)5d,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
150.7041,0.0002,150.704333,0.000016,200000,,,0.000,-,66 355.093,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
151.4682,0.0003,151.468176,0.000016,200000,,,0.000,-,66 020.469,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[3],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
151.8048,0.0003,151.802970,0.000016,230000,,,7 602.970,-,73 477.834,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)5d,2[0],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
152.6448,0.0003,152.644170,0.000016,39000,,,7 602.970,-,73 114.807,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)5d,2[1],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
159.3582,0.0003,159.357816,0.000018,100000,,,7 602.970,-,70 354.834,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
161.7606,0.0003,161.760527,0.000019,310000,,,0.000,-,61 819.779,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6s,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
164.0781,0.0003,164.077596,0.000019,62000,,,7 602.970,-,68 549.743,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)6s,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
170.2071,0.0003,170.206615,0.000020,460000,2.05e+08,,7 602.970,-,66 355.093,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[1],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7227&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=7227&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
178.2757,0.0003,178.275742,0.000022,1300000,2.71e+08,C,0.000,-,56 092.881,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6s,2[2],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
179.9092,0.0003,179.908573,0.000023,210000,,,7 602.970,-,63 186.758,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6s,2[1],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
183.0380,0.0003,183.038014,0.000024,9300000,1.6e+07,D,0.000,-,54 633.460,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6s,2[2],5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
184.4453,0.0003,184.444643,0.000024,700000,7.0e+06,,7 602.970,-,61 819.779,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6s,2[1],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7227&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=7227&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
206.1633,0.0003,206.16255,0.00003,150000,3.0e+06,,7 602.970,-,56 092.881,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6s,2[2],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7227&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=7227&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
410.2226,0.0003,410.22252,0.00012,24,,,54 633.460,-,79 003.596,5s25p4(3P2)6s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)6p,2[3]°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
412.9206,0.0003,412.92160,0.00012,24,,,54 633.460,-,78 844.303,5s25p4(3P2)6s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8p,2[3]°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
413.4146,0.0016,413.4145,0.0007,12bl,,,54 633.460,-,78 815.44,5s25p4(3P2)6s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8p,2[2]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
432.1836,0.0016,432.18424,0.00013,59bl,,,56 092.881,-,79 224.656,5s25p4(3P2)6s,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
476.3307,0.0003,476.33029,0.00016,50,,,54 633.460,-,75 621.427,5s25p4(3P2)6s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
