Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
486.2315,0.0003,486.23140,0.00017,210,,,54 633.460,-,75 194.056,5s25p4(3P2)6s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7p,2[3]°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
491.6937,0.0003,491.69403,0.00017,130,,,54 633.460,-,74 965.635,5s25p4(3P2)6s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7p,2[2]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
511.9287,0.0003,511.92824,0.00019,2100,,,56 092.881,-,75 621.427,5s25p4(3P2)6s,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
523.4567,0.0003,523.45682,0.00019,220,,,56 092.881,-,75 191.337,5s25p4(3P2)6s,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7p,2[3]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
542.7055,0.0024,542.70377,0.00021,180c,,,54 633.460,-,73 054.598,5s25p4(3P2)6s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
576.433,0.003,576.43117,0.00024,560bl,,,54 633.460,-,71 976.775,5s25p4(3P2)6s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>0</sub>)6p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
589.4026,0.0014,589.39962,0.00025,830,,,56 092.881,-,73 054.598,5s25p4(3P2)6s,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
598.4857,0.0014,598.4855,0.0014,32,,,64 989.994,-,81 694.21,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)9d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
602.408,0.003,602.4073,0.0003,330bl,,,61 819.779,-,78 415.247,5s25p4(3P1)6s,2[1],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)6p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
608.2425,0.0015,608.2410,0.0003,930,,,56 092.881,-,72 529.182,5s25p4(3P2)6s,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6p,2[2]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
619.1875,0.0015,619.1869,0.0015,88,,,65 644.476,-,81 790.22,5s25p4(3P2)6p,2[3]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)9d,2[4],7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
621.3097,0.0015,621.3097,0.0016,56,,,65 669.988,-,81 760.57,5s25p4(3P2)6p,2[3]°,7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)9d,2[4],9/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
624.4478,0.0016,624.4487,0.0016,87,,,66 015.023,-,82 024.72,5s25p4(3P2)5d,2[3],7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7f,2[4]°,9/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
629.3978,0.0016,629.3945,0.0003,630,,,56 092.881,-,71 976.775,5s25p4(3P2)6s,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>0</sub>)6p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
631.3128,0.0016,631.3141,0.0016,65,,,64 989.994,-,80 825.59,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>nd,A,3/2or1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
633.0365,0.0016,633.0379,0.0016,100,,,64 989.994,-,80 782.47,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
633.3497,0.0016,633.3517,0.0016,53,,,64 906.290,-,80 690.94,5s25p4(3P2)6p,2[2]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8d,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
633.7846,0.0016,633.7862,0.0016,260,,,64 906.290,-,80 680.12,5s25p4(3P2)6p,2[2]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8d,2[3],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
633.9437,0.0016,633.9449,0.0016,130,,,64 906.290,-,80 676.17,5s25p4(3P2)6p,2[2]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8d,2[3],7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
635.9160,0.0016,635.9129,0.0003,280,,,56 092.881,-,71 813.958,5s25p4(3P2)6s,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>0</sub>)6p,2[1]°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
656.6486,0.0017,656.6467,0.0017,140,,,65 644.476,-,80 869.16,5s25p4(3P2)6p,2[3]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8d,2[4],7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
,,658.3662,0.0017,m,,,66 020.469,-,81 205.39,5s25p4(3P2)5d,2[3],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6f,2[3]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
658.3745,0.0017,658.3750,0.0017,200,,,66 015.023,-,81 199.74,5s25p4(3P2)5d,2[3],7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6f,2[4]°,9/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
658.527,0.003,658.5280,0.0017,130p,,,66 020.469,-,81 201.66,5s25p4(3P2)5d,2[3],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6f,2[4]°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
661.9658,0.0018,661.9657,0.0018,700,,,65 669.988,-,80 772.34,5s25p4(3P2)6p,2[3]°,7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8d,2[4],9/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
666.1105,0.0018,666.1100,0.0003,79,,,64 906.290,-,79 914.682,5s25p4(3P2)6p,2[2]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)9s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
669.729,0.004,669.729,0.009,"73c,i",,,65 669.988,-,80 597.28?,5s25p4(3P2)6p,2[3]°,7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)5d,2[4],9/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
673.2026,0.0018,673.2014,0.0018,54,,,66 355.093,-,81 205.39,5s25p4(3P2)5d,2[1],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6f,2[3]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
698.9779,0.0020,698.9785,0.0003,87,,,65 644.476,-,79 947.123,5s25p4(3P2)6p,2[3]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)9s,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
712.0047,0.0020,712.0038,0.0004,100,,,64 989.994,-,79 030.992,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
712.2046,0.0020,712.2040,0.0004,250,,,64 906.290,-,78 943.341,5s25p4(3P2)6p,2[2]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[3],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
714.2057,0.0020,714.2026,0.0004,420,,,64 906.290,-,78 904.061,5s25p4(3P2)6p,2[2]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[3],7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
716.4789,0.0021,716.4764,0.0004,210,,,64 989.994,-,78 943.341,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[3],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
719.166,0.004,719.1645,0.0004,85bl,,,64 989.994,-,78 891.187,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)7s,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
722.7297,0.0021,722.7276,0.0004,130,,,66 015.023,-,79 847.683,5s25p4(3P2)5d,2[3],7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5f,2[3]°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
723.6777,0.0021,723.6736,0.0004,1900,,,66 015.023,-,79 829.600,5s25p4(3P2)5d,2[3],7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5f,2[4]°,9/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
,,723.6807,0.0021,m,,,66 020.469,-,79 834.91,5s25p4(3P2)5d,2[3],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5f,2[2]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
723.7835,0.0021,723.7832,0.0004,520,,,66 020.469,-,79 832.955,5s25p4(3P2)5d,2[3],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5f,2[4]°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
740.2056,0.0022,740.2037,0.0004,1100,,,65 644.476,-,79 150.550,5s25p4(3P2)6p,2[3]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[4],7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
741.0495,0.0022,741.0519,0.0022,170,,,67 726.415,-,81 217.03,5s25p4(3P2)5d,2[4],9/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6f,2[5]°,11/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
741.6476,0.0022,741.6456,0.0022,100,,,66 355.093,-,79 834.91,5s25p4(3P2)5d,2[1],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5f,2[2]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
746.8987,0.0022,746.8994,0.0004,1100,,,65 669.988,-,79 054.985,5s25p4(3P2)6p,2[3]°,7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[4],9/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
749.052,0.004,749.0539,0.0004,100c,,,66 355.093,-,79 701.591,5s25p4(3P2)5d,2[1],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)6p,2[1]°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
755.4175,0.0023,755.4173,0.0004,470,,,65 669.988,-,78 904.061,5s25p4(3P2)6p,2[3]°,7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[3],7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
755.665,0.005,755.6650,0.0004,200bl,,,61 819.779,-,75 049.514,5s25p4(3P1)6s,2[1],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7p,2[2]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
770.020,0.005,770.0185,0.0004,490c,,,66 020.469,-,79 003.596,5s25p4(3P2)5d,2[3],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)6p,2[3]°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
789.798,0.002,789.799,0.003,120,,,68 559.540,-,81 217.50,5s25p4(3P2)5d,2[4],7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6f,2[5]°,9/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
796.948,0.003,796.9480,0.0004,170,,,64 906.290,-,77 450.709,5s25p4(3P2)6p,2[2]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
800.363,0.003,800.3601,0.0005,580,,,60 896.243,-,73 387.184,5s25p4(3P0)6s,2[0],1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6p,2[1]°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
804.374,0.003,804.3701,0.0005,140000,,,54 633.460,-,67 062.130,5s25p4(3P2)6s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
806.570,0.005,806.5696,0.0005,90bl,,,66 020.469,-,78 415.247,5s25p4(3P2)5d,2[3],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)6p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
809.076,0.003,809.0774,0.0005,270,,,67 062.130,-,79 418.489,5s25p4(3P2)6p,2[1]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
816.938,0.005,816.9372,0.0005,250c,,,66 355.093,-,78 592.572,5s25p4(3P2)5d,2[1],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)6p,2[3]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
822.257,0.005,822.2536,0.0005,330bl,,,60 896.243,-,73 054.598,5s25p4(3P0)6s,2[0],1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
824.005,0.003,823.9995,0.0014,1100,,,67 726.415,-,79 859.01,5s25p4(3P2)5d,2[4],9/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5f,2[5]°,11/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
839.330,0.006,839.3049,0.0005,5600c*,,,65 644.476,-,77 555.824,5s25p4(3P2)6p,2[3]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8s,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
839.330,0.006,839.3350,0.0005,5600c*,,,60 896.243,-,72 807.164,5s25p4(3P0)6s,2[0],1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6p,2[2]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
848.611,0.003,848.6113,0.0005,410,,,65 669.988,-,77 450.709,5s25p4(3P2)6p,2[3]°,7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
866.493,0.006,866.494,0.003,460c,,,68 587.859,-,80 125.45,5s25p4(1D2)6s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)6p,2[2]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
