Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
870.077,0.002,870.0803,0.0005,340c,,,68 549.743,-,80 039.779,5s25p4(1D2)6s,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)6p,2[2]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
874.8197,0.0002,874.8197,0.0005,140bl,,,64 989.994,-,76 417.783,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6d,2[1],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
,,885.3153,0.0006,m,,,66 015.023,-,77 307.333,5s25p4(3P2)5d,2[3],7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)4f,2[3]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
885.318,0.002,885.3195,0.0006,480,,,66 015.023,-,77 307.280,5s25p4(3P2)5d,2[3],7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)4f,2[4]°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
885.3762,0.0002,885.3760,0.0006,1400,,,66 015.023,-,77 306.559,5s25p4(3P2)5d,2[3],7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)4f,2[4]°,9/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
885.744,0.002,885.7425,0.0006,1300*,,,66 020.469,-,77 307.333,5s25p4(3P2)5d,2[3],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)4f,2[3]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
885.744,0.002,885.7466,0.0006,1300*,,,66 020.469,-,77 307.280,5s25p4(3P2)5d,2[3],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)4f,2[4]°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
889.847,0.002,889.8457,0.0006,1400bl,,,61 819.779,-,73 054.598,5s25p4(3P1)6s,2[1],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
896.4663,0.0002,896.4663,0.0006,260,,,68 549.743,-,79 701.591,5s25p4(1D2)6s,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)6p,2[1]°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
899.3127,0.0002,899.3125,0.0006,250,,,64 989.994,-,76 106.548,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6d,2[3],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
902.235,0.002,902.2361,0.0006,6000,,,60 896.243,-,71 976.775,5s25p4(3P0)6s,2[0],1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>0</sub>)6p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
905.8334,0.0002,905.8334,0.0006,33000,,,54 633.460,-,65 669.988,5s25p4(3P2)6s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6p,2[3]°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
909.882,0.002,909.8849,0.0006,1500,,,61 819.779,-,72 807.164,5s25p4(3P1)6s,2[1],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6p,2[2]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
911.387,0.002,911.3893,0.0006,20000,,,56 092.881,-,67 062.130,5s25p4(3P2)6s,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
912.8043,0.0002,912.8047,0.0006,440,,,66 355.093,-,77 307.333,5s25p4(3P2)5d,2[1],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)4f,2[3]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
922.772,0.003,922.7741,0.0006,370,,,64 989.994,-,75 823.909,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)5d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
933.5027,0.0002,933.5027,0.0006,3300,,,61 819.779,-,72 529.182,5s25p4(3P1)6s,2[1],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6p,2[2]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
942.671,0.003,942.6717,0.0006,3600,,,60 896.243,-,71 501.480,5s25p4(3P0)6s,2[0],1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6p,2[0]°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
942.7069,0.0002,942.7070,0.0006,1900,,,64 906.290,-,75 511.130,5s25p4(3P2)6p,2[2]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6d,2[3],7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
959.8224,0.0002,959.8224,0.0007,1700,,,68 587.859,-,79 003.596,5s25p4(1D2)6s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)6p,2[3]°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
964.9626,0.0002,964.9626,0.0007,1600,,,65 644.476,-,76 004.731,5s25p4(3P2)6p,2[3]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6d,2[4],7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
965.3093,0.0002,965.3093,0.0007,11000bl,,,54 633.460,-,64 989.994,5s25p4(3P2)6s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6p,2[2]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
973.1747,0.0002,973.1747,0.0007,18000,,,54 633.460,-,64 906.290,5s25p4(3P2)6s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6p,2[2]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 000.306,0.003,1 000.3082,0.0007,1100,,,61 819.779,-,71 813.958,5s25p4(3P1)6s,2[1],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>0</sub>)6p,2[1]°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 013.112,0.003,1 013.1153,0.0007,1300,,,63 186.758,-,73 054.598,5s25p4(3P1)6s,2[1],1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 023.881,0.004,1 023.8815,0.0007,4400,,,56 092.881,-,65 856.960,5s25p4(3P2)6s,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6p,2[1]°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
1 037.519,0.004,1 037.5216,0.0008,410,,,67 726.415,-,77 362.128,5s25p4(3P2)5d,2[4],9/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)4f,2[5]°,11/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
1 039.173,0.004,1 039.1724,0.0008,750,,,63 186.758,-,72 807.164,5s25p4(3P1)6s,2[1],1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)6p,2[2]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
1 046.653,0.004,1 046.6588,0.0008,26000,,,56 092.881,-,65 644.476,5s25p4(3P2)6s,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6p,2[3]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=13998&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=13998&amp;type=
1 123.6524,0.0003,1 123.6524,0.0009,3900,,,56 092.881,-,64 989.994,5s25p4(3P2)6s,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6p,2[2]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 155.8458,0.0003,1 155.8457,0.0009,290,,,64 989.994,-,73 639.300,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>0</sub>)5d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 177.8337,0.0003,1 177.8337,0.0010,170,,,64 989.994,-,73 477.834,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)5d,2[0],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 199.6855,0.0003,1 199.6853,0.0010,250,,,65 644.476,-,73 977.715,5s25p4(3P2)6p,2[3]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)5d,2[3],7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 203.3693,0.0003,1 203.3693,0.0010,190,,,65 669.988,-,73 977.715,5s25p4(3P2)6p,2[3]°,7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)5d,2[3],7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 230.458,0.005,1 230.4609,0.0011,47,,,64 989.994,-,73 114.807,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)5d,2[1],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 314.9159,0.0003,1 314.9159,0.0012,8,,,0.000,-,7 602.970,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>5</sup>,2P°,1/2,M1+E2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=M1+E2
1 395.8267,0.0004,1 395.8261,0.0014,1200,,,70 151.201,-,77 313.459,5s25p4(3P2)5d,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)4f,2[3]°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 428.7019,0.0004,1 428.7023,0.0014,1000,,,64 906.290,-,71 903.736,5s25p4(3P2)6p,2[2]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 445.9997,0.0004,1 445.9995,0.0015,480,,,64 989.994,-,71 903.736,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 503.2565,0.0005,1 503.2570,0.0016,860,,,65 644.476,-,72 294.881,5s25p4(3P2)6p,2[3]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7s,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 552.865,0.007,1 552.8722,0.0017,330,,,65 856.960,-,72 294.881,5s25p4(3P2)6p,2[1]°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7s,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 603.733,0.008,1 603.7332,0.0018,380,,,65 669.988,-,71 903.736,5s25p4(3P2)6p,2[3]°,7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 827.571,0.010,1 827.5790,0.0024,38,,,70 151.201,-,75 621.427,5s25p4(3P2)5d,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 834.8517,0.0007,1 834.8517,0.0024,27,,,64 906.290,-,70 354.834,5s25p4(3P2)6p,2[2]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 898.2410,0.0007,1 898.242,0.003,30,,,70 354.834,-,75 621.427,5s25p4(3P2)5d,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 907.017,0.011,1 907.020,0.003,29,,,61 819.779,-,67 062.130,5s25p4(3P1)6s,2[1],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 910.512,0.011,1 910.519,0.003,130,,,67 062.130,-,72 294.881,5s25p4(3P2)6p,2[1]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7s,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
1 937.0024,0.0008,1 937.002,0.003,55,,,64 989.994,-,70 151.201,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
2 065.433,0.013,2 065.430,0.003,9,,,67 062.130,-,71 903.736,5s25p4(3P2)6p,2[1]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
2 218.909,0.015,2 218.906,0.003,200,,,65 644.476,-,70 151.201,5s25p4(3P2)6p,2[3]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
2 223.260,0.015,2 223.273,0.003,98,,,65 856.960,-,70 354.834,5s25p4(3P2)6p,2[1]°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
2 231.530,0.015,2 231.539,0.004,25,,,65 669.988,-,70 151.201,5s25p4(3P2)6p,2[3]°,7/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
2 442.748,0.018,2 442.747,0.004,24,,,60 896.243,-,64 989.994,5s25p4(3P0)6s,2[0],1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6p,2[2]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
2 737.2887,0.0015,2 737.289,0.005,29,,,64 906.290,-,68 559.540,5s25p4(3P2)6p,2[2]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[4],7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
2 758.058,0.023,2 758.058,0.005,21,,,64 989.994,-,68 615.734,5s25p4(3P2)6p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[0],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
3 037.021,0.028,3 037.018,0.007,120,,,67 062.130,-,70 354.834,5s25p4(3P2)6p,2[1]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
3 039.2171,0.0018,3 039.218,0.007,180,,,71 903.736,-,75 194.056,5s25p4(3P2)7s,2[2],5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7p,2[3]°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3674&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=3674&amp;type=
3 430.456,,3 430.456,0.008,150:,,,65 644.476,-,68 559.540,5s25p4(3P2)6p,2[3]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[4],7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1505&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=1505&amp;type=
3 452.495,,3 452.495,0.008,40:,,,72 294.881,-,75 191.337,5s25p4(3P2)7s,2[2],3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7p,2[3]°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1505&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=1505&amp;type=
4 024.025,,4 024.025,0.011,16:,,,74 965.635,-,77 450.709,5s25p4(3P2)7p,2[2]°,5/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1505&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=1505&amp;type=
4 164.593,,4 164.593,0.012,14:,,,75 049.514,-,77 450.709,5s25p4(3P2)7p,2[2]°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1505&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=1505&amp;type=
