Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),Type,TPRef.,LineRef.
348.193,,300,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
350.150,,300w,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
398.689,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
504.466,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
560.170,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
565.275,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
578.439,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
587.804,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
601.122,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
605.609,,300,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
607.390,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
608.005,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
612.049,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
618.859,,300,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
620.000,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
621.590,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
631.784,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
634.138,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
656.611,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
672.068,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
675.132,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
679.521,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
680.262,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
680.581,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
681.644,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
686.545,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
690.713,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
691.291,,300w,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
693.031,,1000s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
696.363,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
697.209,,3000s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
701.402,,300,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
701.891,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
703.914,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
708.001,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
717.483,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
718.493,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
728.428,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
729.229,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
733.252,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
737.060,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
738.103,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
738.165,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
740.270,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
751.222,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
751.515,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
754.605,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
762.483,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
762.685,,300,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
768.101,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
768.525,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
773.514,,1000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
776.161,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
776.575,,1000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
777.607,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
778.746,,300,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
779.138,,1000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
785.144,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
788.788,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
790.171,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
797.598,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
808.032,,300w,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
812.459,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
815.511,,300,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
816.742,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
818.306,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
818.861,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
824.782,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
828.711,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
828.775,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
830.622,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
831.366,,300s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
833.912,,1000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
835.679,,300,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
836.711,,300l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
837.288,,3000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
852.996,,3000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
869.623,,1000s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
890.602,,1000s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
894.270,,1000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
900.475,,1000s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
900.631,,1000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
901.618,,10000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
914.130,,3000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
937.933,,3000s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
946.866,,3000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
967.913,,3000s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
993.055,,3000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
1 009.199,,10000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
1 081.745,,10000s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
1 169.515,,10000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
1 177.664,,10000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
1 214.818,,10000s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
1 237.742,,10000s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
1 240.799,,10000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
1 383.433,,10000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3793&amp;comment_code=&amp;element=Np&amp;spectr_charge=1&amp;ref=3793&amp;type=
