Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
,468.5704380,0.0000024,,1.1266e+08,AA,(390 142.5600890),-,(411 478.097366),3p,2P°,3/2,4d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5757080,0.0000023,,5.5631e+05,AA,(390 142.55723373),-,(411 477.8545580),3d,2D,3/2,4p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5757974,0.0000024,,1.8776e+07,AA,(390 142.5600890),-,(411 477.853339),3p,2P°,3/2,4d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5804092,0.0000023,,2.2070e+08,AA,(390 143.13566549),-,(411 478.218936),3d,2D,5/2,4f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5830890,0.0000023,,1.4713e+07,AA,(390 143.13566549),-,(411 478.096926),3d,2D,5/2,4f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5884123,0.0000023,,5.0067e+06,AA,(390 143.13566549),-,(411 477.8545580),3d,2D,5/2,4p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5905553,0.0000023,,1.9588e+07,AA,(390 142.5600890),-,(411 477.181412),3p,2P°,3/2,4s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,468.5917884,0.0000023,,5.5636e+06,AA,(390 142.55723373),-,(411 477.1224141),3d,2D,3/2,4p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,655.976872,0.000003,,1.1502e+07,AA,(411 477.1224141),-,(426 717.352377),4p,2P°,1/2,6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,655.979395,0.000003,,7.1337e+06,AA,(411 477.181412),-,(426 717.352745),4s,2S,1/2,6p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,655.985440,0.000003,,1.9117e+06,AA,(411 477.1224141),-,(426 717.153325),4p,2P°,1/2,6s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,655.988733,0.000003,,7.1338e+06,AA,(411 477.181412),-,(426 717.135815),4s,2S,1/2,6p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.005227,0.000003,,1.9228e+07,AA,(411 477.853339),-,(426 717.424550),4d,2D,3/2,6f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.005274,0.000003,,1.3801e+07,AA,(411 477.8545580),-,(426 717.424682),4p,2P°,3/2,6d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.008318,0.000003,,1.5074e+05,AA,(411 477.853339),-,(426 717.352745),4d,2D,3/2,6p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.008387,0.000003,,2.3002e+06,AA,(411 477.8545580),-,(426 717.352377),4p,2P°,3/2,6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.014160,0.000003,,2.1189e+07,AA,(411 478.096926),-,(426 717.4606322),4f,2F°,5/2,6g,2G,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.014176,0.000003,,2.0601e+07,AA,(411 478.097366),-,(426 717.460701),4d,2D,5/2,6f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.015707,0.000003,,1.6350e+04,AA,(411 478.096926),-,(426 717.424682),4f,2F°,5/2,6d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.015732,0.000003,,1.3734e+06,AA,(411 478.097366),-,(426 717.424550),4d,2D,5/2,6f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.016955,0.000003,,3.8232e+06,AA,(411 477.8545580),-,(426 717.153325),4p,2P°,3/2,6s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.017657,0.000003,,1.5075e+06,AA,(411 477.853339),-,(426 717.135815),4d,2D,3/2,6p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.018478,0.000003,,2.1974e+07,AA,(411 478.218936),-,(426 717.4823229),4f,2F°,7/2,6g,2G,9/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.018820,0.000003,,3.4336e+05,AA,(411 478.096926),-,(426 717.352377),4f,2F°,5/2,6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.018823,0.000003,,1.3566e+06,AA,(411 478.097366),-,(426 717.352745),4d,2D,5/2,6p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.019412,0.000003,,7.8476e+05,AA,(411 478.218936),-,(426 717.4606322),4f,2F°,7/2,6g,2G,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,656.020960,0.000003,,3.2700e+05,AA,(411 478.218936),-,(426 717.424682),4f,2F°,7/2,6d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.285344,0.000005,,1.9822e+07,AA,(411 477.1224141),-,(421 353.052818),4p,2P°,1/2,5d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.291327,0.000005,,1.1802e+07,AA,(411 477.181412),-,(421 353.0534464),4s,2S,1/2,5p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.320605,0.000005,,3.4423e+06,AA,(411 477.1224141),-,(421 352.708831),4p,2P°,1/2,5s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.329752,0.000005,,1.1801e+07,AA,(411 477.181412),-,(421 352.6785905),4s,2S,1/2,5p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.347485,0.000005,,3.8612e+07,AA,(411 477.853339),-,(421 353.177533),4d,2D,3/2,5f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.347587,0.000005,,2.3784e+07,AA,(411 477.8545580),-,(421 353.177760),4p,2P°,3/2,5d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.360206,0.000005,,3.0167e+05,AA,(411 477.853339),-,(421 353.0534464),4d,2D,3/2,5p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.360395,0.000005,,3.9639e+06,AA,(411 477.8545580),-,(421 353.052818),4p,2P°,3/2,5d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.366065,0.000005,,6.5665e+07,AA,(411 478.096926),-,(421 353.2398840),4f,2F°,5/2,5g,2G,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.366098,0.000005,,4.1369e+07,AA,(411 478.097366),-,(421 353.240002),4d,2D,5/2,5f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.372433,0.000005,,3.8475e+04,AA,(411 478.096926),-,(421 353.177760),4f,2F°,5/2,5d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.372502,0.000005,,2.7579e+06,AA,(411 478.097366),-,(421 353.177533),4d,2D,5/2,5f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.374730,0.000005,,6.8095e+07,AA,(411 478.218936),-,(421 353.2773653),4f,2F°,7/2,5g,2G,9/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.378573,0.000005,,2.4319e+06,AA,(411 478.218936),-,(421 353.2398840),4f,2F°,7/2,5g,2G,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.384942,0.000005,,7.6950e+05,AA,(411 478.218936),-,(421 353.177760),4f,2F°,7/2,5d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.385223,0.000005,,2.7150e+06,AA,(411 478.097366),-,(421 353.0534464),4d,2D,5/2,5p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.385242,0.000005,,8.0800e+05,AA,(411 478.096926),-,(421 353.052818),4f,2F°,5/2,5d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.395661,0.000005,,6.8841e+06,AA,(411 477.8545580),-,(421 352.708831),4p,2P°,3/2,5s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 012.398636,0.000005,,3.0169e+06,AA,(411 477.853339),-,(421 352.6785905),4d,2D,3/2,5p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.537402,0.000009,,5.9966e+06,AA,(421 352.6785905),-,(426 717.352377),5p,2P°,1/2,6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.547779,0.000009,,3.8894e+06,AA,(421 352.708831),-,(426 717.352745),5s,2S,1/2,6p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.606550,0.000009,,1.4310e+06,AA,(421 352.6785905),-,(426 717.153325),5p,2P°,1/2,6s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.623138,0.000009,,3.8893e+06,AA,(421 352.708831),-,(426 717.135815),5s,2S,1/2,6p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.642333,0.000010,,1.0806e+07,AA,(421 353.052818),-,(426 717.424550),5d,2D,3/2,6f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.642506,0.000009,,7.1951e+06,AA,(421 353.0534464),-,(426 717.424682),5p,2P°,3/2,6d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.667279,0.000010,,1.5356e+05,AA,(421 353.052818),-,(426 717.352745),5d,2D,3/2,6p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.667625,0.000009,,1.1992e+06,AA,(421 353.0534464),-,(426 717.352377),5p,2P°,3/2,6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.673126,0.000009,,1.7067e+07,AA,(421 353.177533),-,(426 717.4606322),5f,2F°,5/2,6g,2G,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.673181,0.000010,,1.1577e+07,AA,(421 353.177760),-,(426 717.460701),5d,2D,5/2,6f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.685616,0.000010,,2.9788e+04,AA,(421 353.177533),-,(426 717.424682),5f,2F°,5/2,6d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.685740,0.000010,,7.7180e+05,AA,(421 353.177760),-,(426 717.424550),5d,2D,5/2,6f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.687267,0.000009,,2.5743e+07,AA,(421 353.2398840),-,(426 717.4822804),5g,2G,7/2,6h,2H°,9/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.687293,0.000009,,1.7699e+07,AA,(421 353.240002),-,(426 717.4823229),5f,2F°,7/2,6g,2G,9/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.694764,0.000009,,5.0567e+03,AA,(421 353.2398840),-,(426 717.460701),5g,2G,7/2,6f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.694829,0.000009,,6.3209e+05,AA,(421 353.240002),-,(426 717.4606322),5f,2F°,7/2,6g,2G,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.695265,0.000009,,2.6328e+07,AA,(421 353.2773653),-,(426 717.4967408),5g,2G,9/2,6h,2H°,11/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.700289,0.000009,,5.8507e+05,AA,(421 353.2773653),-,(426 717.4822804),5g,2G,9/2,6h,2H°,9/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.707319,0.000010,,5.9575e+05,AA,(421 353.240002),-,(426 717.424682),5f,2F°,7/2,6d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.707324,0.000009,,1.8204e+05,AA,(421 353.2398840),-,(426 717.424550),5g,2G,7/2,6f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.707786,0.000009,,1.7698e+05,AA,(421 353.2773653),-,(426 717.460701),5g,2G,9/2,6f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.710688,0.000010,,1.3820e+06,AA,(421 353.177760),-,(426 717.352745),5d,2D,5/2,6p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.710737,0.000010,,6.2555e+05,AA,(421 353.177533),-,(426 717.352377),5f,2F°,5/2,6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.736783,0.000009,,2.8619e+06,AA,(421 353.0534464),-,(426 717.153325),5p,2P°,3/2,6s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
,1 863.742648,0.000010,,1.5357e+06,AA,(421 353.052818),-,(426 717.135815),5d,2D,3/2,6p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=He&amp;spectr_charge=2&amp;ref=8637&amp;type=,
